Year;Anomaly 1991-2020
1971;-1.7174510955810547
1972;-1.0197815895080566
1973;-1.1654901504516602
1974;-2.7334465980529785
1975;-1.0837836265563965
1976;-1.0565319061279297
1977;-1.0488286018371582
1978;-0.7243719100952148
1979;-1.1111102104187012
1980;-2.2095947265625
1981;-1.878891944885254
1982;-0.31204891204833984
1983;-1.5522031784057617
1984;-0.4821281433105469
1985;0.436859130859375
1986;-0.3728303909301758
1987;-1.216099739074707
1988;-0.4506707191467285
1989;-1.2334613800048828
1990;-0.22225189208984375
1991;-1.1669764518737793
1992;-1.658106803894043
1993;-1.52293062210083
1994;-1.3225064277648926
1995;0.31281471252441406
1996;-0.12801551818847656
1997;1.6991753578186035
1998;-1.3924694061279297
1999;0.20184803009033203
2000;0.005506992340087891
2001;-0.6853446960449219
2002;-0.427950382232666
2003;0.04032611846923828
2004;-1.3647899627685547
2005;-0.9312648773193359
2006;-0.8714103698730469
2007;-0.44304943084716797
2008;-0.4882493019104004
2009;1.9137415885925293
2010;0.5596742630004883
2011;0.8237729072570801
2012;-0.5514721870422363
2013;-0.6001219749450684
2014;1.2649941444396973
2015;1.2139668464660645
2016;0.3185291290283203
2017;1.011655330657959
2018;2.010061740875244
2019;0.9959816932678223
2020;1.1825966835021973
2021;1.5330157279968262
2022;-0.23279285430908203
2023;0.2476353645324707
2024;2.0299954414367676
2025;1.988828182220459
2026;1.5663247108459473
2027;-0.6697683334350586
2028;0.3710932731628418
2029;1.162461757659912
2030;0.556269645690918
2031;1.7238860130310059
2032;0.6485323905944824
2033;0.844057559967041
2034;2.3797898292541504
2035;1.3016419410705566
2036;-0.017464637756347656
2037;0.32471609115600586
2038;2.025439739227295
2039;2.027998447418213
2040;1.519320011138916
2041;3.466804027557373
2042;2.665923595428467
2043;2.467869281768799
2044;1.4888787269592285
2045;-0.4181060791015625
2046;1.036851406097412
2047;1.8296284675598145
2048;1.6176400184631348
2049;2.508267879486084
2050;1.81889009475708
2051;2.1482481956481934
2052;2.275547504425049
2053;2.0399136543273926
2054;3.055844783782959
2055;1.6644997596740723
2056;1.171175479888916
2057;1.771451473236084
2058;4.031923770904541
2059;3.0781426429748535
2060;3.410208225250244
2061;2.4947381019592285
2062;4.069216251373291
2063;3.678946018218994
2064;2.0741209983825684
2065;2.8601622581481934
2066;2.7073416709899902
2067;2.765638828277588
2068;3.8815407752990723
2069;2.3753857612609863
2070;3.50471830368042
2071;4.497019290924072
2072;2.27717924118042
2073;3.1394295692443848
2074;5.30781888961792
2075;4.159047603607178
2076;3.52437162399292
2077;2.680817127227783
2078;3.6942238807678223
2079;4.884989261627197
2080;4.100924015045166
2081;4.704406261444092
2082;5.551332950592041
2083;5.916438579559326
2084;5.17108678817749
2085;4.603508472442627
2086;5.13046407699585
2087;4.279856204986572
2088;5.713773250579834
2089;5.7395853996276855
2090;3.9006543159484863
2091;5.6603684425354
2092;6.2021164894104
2093;3.8443799018859863
2094;6.346171855926514
2095;3.943603992462158
2096;5.3280768394470215
2097;5.562008380889893
2098;4.471680164337158
2099;5.75265645980835
