Year;Anomaly 1991-2020
1971;-0.753777027130127
1972;0.4123873710632324
1973;1.1890435218811035
1974;-0.35275745391845703
1975;-0.6292724609375
1976;-1.5747194290161133
1977;-0.7966413497924805
1978;-1.6032686233520508
1979;-1.484349250793457
1980;-1.5584053993225098
1981;-1.327925682067871
1982;0.3280034065246582
1983;-0.6914353370666504
1984;-1.3386297225952148
1985;-1.234649658203125
1986;-0.7251496315002441
1987;-0.37235260009765625
1988;0.579014778137207
1989;-1.2230496406555176
1990;-0.28491783142089844
1991;0.9296245574951172
1992;-0.2495713233947754
1993;0.4515705108642578
1994;-0.31615734100341797
1995;-2.5463318824768066
1996;-0.9329843521118164
1997;-0.08428239822387695
1998;-1.3441143035888672
1999;-0.5651841163635254
2000;0.14943456649780273
2001;0.2595992088317871
2002;-0.5159225463867188
2003;-0.8102445602416992
2004;-0.789548397064209
2005;0.5360398292541504
2006;0.8290777206420898
2007;-0.3644404411315918
2008;-0.30057859420776367
2009;0.4933962821960449
2010;0.4928712844848633
2011;0.533787727355957
2012;0.536191463470459
2013;1.041541576385498
2014;-1.1534538269042969
2015;0.8007078170776367
2016;-0.4496464729309082
2017;0.41358327865600586
2018;0.9385194778442383
2019;1.5893826484680176
2020;0.4271392822265625
2021;0.8249187469482422
2022;0.34078550338745117
2023;-0.9409470558166504
2024;-2.4466352462768555
2025;0.23693418502807617
2026;1.2526030540466309
2027;1.4680981636047363
2028;-0.22095823287963867
2029;1.2009129524230957
2030;0.022591590881347656
2031;1.2945609092712402
2032;0.5147871971130371
2033;-0.08943700790405273
2034;1.0452017784118652
2035;0.15512657165527344
2036;0.3989114761352539
2037;1.798088550567627
2038;-0.12833309173583984
2039;1.9049477577209473
2040;1.084144115447998
2041;1.4174494743347168
2042;0.1892862319946289
2043;-0.9708280563354492
2044;0.5781917572021484
2045;-0.07083606719970703
2046;-0.19276952743530273
2047;0.5071582794189453
2048;1.1441893577575684
2049;1.1309046745300293
2050;0.47574329376220703
2051;1.9512534141540527
2052;1.440258502960205
2053;1.0120291709899902
2054;0.4204850196838379
2055;3.47715425491333
2056;1.6740050315856934
2057;1.3948283195495605
2058;1.5421462059020996
2059;1.9055066108703613
2060;1.784717082977295
2061;0.7945389747619629
2062;0.8759407997131348
2063;1.7583527565002441
2064;1.6058964729309082
2065;0.7689800262451172
2066;1.6772799491882324
2067;1.8498692512512207
2068;1.7192883491516113
2069;0.7572503089904785
2070;0.1666560173034668
2071;1.8027949333190918
2072;2.7542672157287598
2073;0.5955920219421387
2074;1.752152919769287
2075;2.3897175788879395
2076;1.5247607231140137
2077;0.790257453918457
2078;1.4133076667785645
2079;2.6336779594421387
2080;1.9043335914611816
2081;2.7612624168395996
2082;0.11456823348999023
2083;1.7516512870788574
2084;2.0805764198303223
2085;1.488574504852295
2086;0.5836358070373535
2087;1.2823872566223145
2088;2.1515393257141113
2089;1.076880931854248
2090;0.5168824195861816
2091;0.7021527290344238
2092;2.7525687217712402
2093;1.63765287399292
2094;2.9911961555480957
2095;2.007359027862549
2096;2.4915318489074707
2097;2.2714076042175293
2098;1.082491397857666
2099;1.3795685768127441
2100;2.5791687965393066
