Year;Anomaly 1991-2020
1971;-0.9652457237243652
1972;-0.1999340057373047
1973;-0.06238889694213867
1974;-0.20366525650024414
1975;-1.7241644859313965
1976;-0.6257519721984863
1977;-1.3359341621398926
1978;-1.137075424194336
1979;-0.05924177169799805
1980;0.6781344413757324
1981;0.008512496948242188
1982;0.38493824005126953
1983;-0.32247257232666016
1984;-1.475480556488037
1985;-0.42076921463012695
1986;0.16262531280517578
1987;-0.11434602737426758
1988;-0.25664710998535156
1989;0.0009431838989257812
1990;-0.30230188369750977
1991;-0.31229114532470703
1992;-0.702031135559082
1993;-0.28528738021850586
1994;0.0734257698059082
1995;-0.16529417037963867
1996;-0.6927390098571777
1997;-0.8285970687866211
1998;0.5329556465148926
1999;0.35387563705444336
2000;1.3365507125854492
2001;0.8400726318359375
2002;-0.19900035858154297
2003;0.8725647926330566
2004;0.48432493209838867
2005;-1.642784595489502
2006;-1.2708396911621094
2007;0.16339445114135742
2008;-0.1095590591430664
2009;-0.0658273696899414
2010;0.2756376266479492
2011;-0.6265487670898438
2012;-1.422968864440918
2013;-0.5645146369934082
2014;1.727778434753418
2015;0.7229866981506348
2016;-0.1547083854675293
2017;1.440119743347168
2018;-0.3335747718811035
2019;-0.7914409637451172
2020;1.344329833984375
2021;1.2812538146972656
2022;0.9146313667297363
2023;1.1519694328308105
2024;0.4823431968688965
2025;0.2568473815917969
2026;0.20245885848999023
2027;0.4043593406677246
2028;0.557884693145752
2029;1.08329439163208
2030;0.03792619705200195
2031;1.1452288627624512
2032;1.1822314262390137
2033;1.8335199356079102
2034;2.7897539138793945
2035;2.438300132751465
2036;1.0504708290100098
2037;1.8381662368774414
2038;0.15999269485473633
2039;0.46849727630615234
2040;0.8900671005249023
2041;1.217668056488037
2042;1.328892707824707
2043;0.2819652557373047
2044;1.8266124725341797
2045;0.5248465538024902
2046;1.7430000305175781
2047;1.3823575973510742
2048;3.022550582885742
2049;0.9841060638427734
2050;0.9232301712036133
2051;1.1710777282714844
2052;0.3069119453430176
2053;1.240128993988037
2054;1.2882604598999023
2055;0.979097843170166
2056;0.42836475372314453
2057;0.0005593299865722656
2058;1.4175338745117188
2059;1.3549175262451172
2060;0.09203100204467773
2061;0.023402690887451172
2062;0.7507305145263672
2063;2.2238588333129883
2064;0.37977075576782227
2065;0.7182459831237793
2066;1.2266197204589844
2067;1.5005378723144531
2068;0.9440517425537109
2069;0.9195375442504883
2070;1.0299391746520996
2071;0.49512672424316406
2072;0.8450264930725098
2073;1.049729824066162
2074;0.6372451782226562
2075;1.2707462310791016
2076;1.2545757293701172
2077;0.14142799377441406
2078;1.2184853553771973
2079;1.8962774276733398
2080;2.1654558181762695
2081;1.1805667877197266
2082;-0.26140642166137695
2083;-0.40744590759277344
2084;0.9086933135986328
2085;0.18468952178955078
2086;1.066089153289795
2087;0.724998950958252
2088;0.5877432823181152
2089;1.2800836563110352
2090;0.6004238128662109
2091;2.2438812255859375
2092;0.9330868721008301
2093;0.4268980026245117
2094;-0.6082658767700195
2095;-0.43749094009399414
2096;1.5892362594604492
2097;0.9243659973144531
2098;0.9398860931396484
2099;1.3342370986938477
2100;1.5744781494140625
